roll_no,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste,op
B2016\student6548,420960,10,3,209,,1057,229,869,35,0,,,,,0
B2016\student6550,11781776,1253,541,842,1168,49093,18693,42450,4456,0.004381513,10204,697,1.387173397,5.058996472,0
B2016\student6571,13376920,4291,2210,1310,874,66368,22345,57703,5123,0.00459149,9864,263,0.667175573,6.226682887,0
B2016\student6594,4639264,1892,1289,493,303,22175,13379,17376,3680,0.011780317,7119,324,0.614604462,7.676920916,0
B2016\student6609,3389312,499,292,275,524,20357,4915,17785,473,0.001645467,1546,171,1.905454545,3.607373868,0
B2016\student6613,6842568,2086,1374,917,886,28120,14468,24260,1374,0.006256277,9478,1493,0.966194111,4.516670184,0
B2016\student6617,1344392,320,137,199,99,10147,3566,8895,732,0.015641271,2025,283,0.497487437,10.38419753,0
B2016\student6631,9111424,2536,1453,1488,2146,33841,18896,28386,5145,0.005311244,11215,351,1.442204301,4.315024521,1
B2016\student6634,24,,,,,1,,,22,0,,,,,0
B2016\student6656,1870760,796,508,260,112,9070,2728,7751,579,0.003609763,1099,324,0.430769231,6.144676979,0
B2016\student6705,4374480,917,592,354,390,21265,14346,17213,1464,0.007335272,9191,1493,1.101694915,3.491241432,0
B2016\student6706,6031672,2401,1514,709,472,23885,19983,19575,3006,0.01154025,14233,350,0.665726375,4.890536078,0
B2016\student6707,5832336,1488,961,388,92,35378,14558,30021,1689,0.006342913,7417,430,0.237113402,4.987730888,0
B2016\student6719,9168,,,,,42,,,,0,,,,,0
B2016\student6720,4657648,1565,857,994,1363,16760,13477,13998,4904,0.025747545,10405,160,1.371227364,11.52551658,0
B2016\student6723,269160,46,9,8,0,1736,773,1478,87,0.003815574,469,3,0,2.189765458,0
B2016\student6728,1098768,200,127,65,10,3373,1924,2515,463,0.003235442,1022,199,0.153846154,3.478473581,0
B2016\student6743,1374632,239,165,230,166,5154,2875,4517,335,0.010460254,2061,170,0.72173913,6.976710335,0
B2016\student6748,7816,,,,,1,,,144,0,,,,,0
B2016\student6776,11967792,5155,3456,654,611,65114,26093,52938,3145,0.005552904,13926,347,0.934250765,4.772081,0
B2016\student6781,6264144,1120,816,400,375,26795,10039,22191,1301,0.004303381,4246,263,0.9375,6.34879887,0
B2016\student6787,783008,137,88,39,14,4661,3442,3676,281,0.005210675,2132,3,0.358974359,1.91369606,1
B2016\student6790,1844272,406,230,142,48,10680,3854,9171,653,0.002038203,1796,3,0.338028169,2.09298441,1
B2016\student6815,64144,30,25,5,,460,228,399,24,0.0120666,164,107,,4.719512195,0
B2016\student6824,14246608,4644,2949,402,167,74658,16857,67243,2567,0.003398493,8551,365,0.415422886,5.662144778,0
B2016\student6854,1419240,300,204,47,8,12691,3294,10918,214,0.003060088,589,165,0.170212766,7.373514431,0
B2016\student6874,10825672,2478,1681,893,1163,85792,33501,73662,2634,0.005804351,13385,319,1.302351624,4.694508778,0
B2016\student6877,8952312,2632,1593,953,1309,47224,22844,40170,2847,0.00575639,13407,347,1.373557188,3.843738346,0
B2016\student6953,14221040,3714,2314,956,1238,56932,31015,48394,4423,0.006917919,19773,347,1.294979079,4.975471603,0
B2016\student6956,4564712,477,253,372,225,29047,12199,24487,902,0.004581888,5532,152,0.60483871,3.780730296,1
B2016\student6960,4053928,836,557,357,256,23083,8947,19446,2037,0.010360075,3722,238,0.717086835,11.2839871,0
B2016\student6963,55704,1,1,1,,87,7,6,,0.00017952,6,3,,1.666666667,0
B2016\student6973,7120536,2110,1405,669,454,35127,12364,30112,1185,0.003145409,4873,251,0.678624813,4.596142007,0
B2016\student6981,7066352,512,256,307,273,46553,411811,41324,1178,0.416674544,405092,209,0.889250814,7.268395821,0
B2016\student6992,8578584,1477,748,1102,1254,36521,14515,31407,1415,0.004824456,7975,280,1.137931034,5.189592476,0
B2016\student6999,6578416,1547,848,553,1127,26706,17496,21929,2360,0.011124563,11371,674,2.037974684,6.435845572,0
B2016\student7001,18571712,4071,2731,1102,1428,113231,40898,96826,7116,0.011211837,19392,410,1.295825771,10.73757219,1
B2016\student7045,12904,1,1,,,4,175,,1,0.02867328,175,3,,2.114285714,0
B2016\student7054,5917336,1463,896,439,393,25062,15177,20920,2864,0.012951098,9459,436,0.895216401,8.101913522,1
B2016\student7067,1009792,287,230,36,,3942,1926,3276,913,0.007728324,1075,180,,7.259534884,0
B2016\student7080,9978352,2474,1215,998,806,48506,28599,39808,6472,0.006669338,16739,347,0.80761523,3.975685525,0
B2016\student7085,16791592,5180,3112,950,1026,69359,32075,61045,3558,0.004901441,22007,247,1.08,3.739855501,1
B2016\student7090,3504,,,3,,24,,,,0,,,,,0
B2016\student7119,6315456,2092,1232,553,80,31000,13614,26448,1260,0.00653872,6879,554,0.144665461,6.003052769,0
B2016\student7162,4515360,1612,1197,403,20,22293,17399,17037,2856,0.014105631,11117,290,0.049627792,5.729243501,0
B2016\student7165,4974808,990,573,391,496,21797,9665,17601,1860,0.006900166,5558,172,1.268542199,6.176142497,0
B2016\student7173,9880488,2892,1873,351,364,43921,23888,35238,4842,0.008260726,13254,180,1.037037037,6.158140939,0
B2016\student7180,4183488,1226,724,478,910,22818,17759,18263,2912,0.010890195,12037,322,1.90376569,3.784913184,1
B2016\student7193,369176,50,21,74,0,1174,925,1007,537,0.013118404,759,90,0,6.380764163,0
B2016\student7249,7149264,2328,1480,1233,2229,22873,14892,18990,1671,0.006570886,9812,397,1.807785888,4.787708928,1
B2016\student7255,182608,28,3,33,,1040,133,945,49,0.000208096,21,2,,1.80952381,0
B2016\student7258,9827120,3077,2075,576,651,51552,25514,44509,1773,0.006799754,16965,269,1.130208333,3.938815208,0
B2016\student7293,6067144,1010,390,595,628,32807,16102,27559,2596,0.004974828,9224,1493,1.055462185,3.272224631,0
B2016\student7320,7759280,4102,2685,915,1617,29477,25937,21765,1847,0.008205014,14873,440,1.767213115,4.28057554,0
B2016\student7341,10828768,2359,1121,604,502,60844,20824,52549,3280,0.006231087,9917,1493,0.831125828,6.803972976,1
B2016\student7346,6033624,1464,666,868,979,33309,13742,28569,2039,0.004234934,7917,130,1.127880184,3.227485159,1
B2016\student7368,7924888,2846,1638,644,618,32845,15268,28228,2015,0.006217123,8853,471,0.959627329,5.565345081,0
B2016\student7386,3116200,1100,511,303,229,20371,5953,17136,1184,0.00518099,1928,347,0.755775578,8.373962656,0
B2016\student7392,9916216,2822,1994,717,930,54857,33361,43964,4840,0.008589466,18702,383,1.29707113,4.554325741,0
B2016\student7411,1488,,,,,21,,,,0,,,,,0
B2016\student7414,1784088,375,212,264,631,10891,5705,9024,687,0.004838887,3289,86,2.390151515,2.624809973,0
B2016\student7421,462096,59,4,,,2090,1141,1683,54,0.00371135,641,31,,2.67550702,0
B2016\student7425,4698120,657,411,496,782,23024,12536,18823,1547,0.006699275,7177,324,1.576612903,4.385397799,1
B2016\student7442,56,,,,,16,,,,0,,,,,0
B2016\student7443,666672,68,30,61,62,4933,866,4394,400,0.000745494,255,2,1.016393443,1.949019608,0
B2016\student7457,5093712,1050,616,545,615,28061,18012,22650,1553,0.005745123,10954,251,1.128440367,2.671535512,1
B2016\student7485,8968872,1522,887,268,251,46304,16214,39248,5698,0.008753163,6864,1493,0.936567164,11.43735431,0
B2016\student7495,2586720,411,38,318,0,13185,3609,11654,421,0.001588112,1675,85,0,2.452537313,0
B2016\student7496,424808,100,28,25,10,2887,633,2542,107,0.002893072,263,152,0.4,4.673003802,0
B2016\student7507,6067472,2429,1599,638,434,21716,14653,17921,1099,0.006953308,9268,347,0.680250784,4.552114804,1
B2016\student7525,0,,,,,2,19,,,,19,81,,15.42105263,0
B2016\student7540,6745216,1144,692,588,579,29008,13436,23937,2319,0.005767495,6305,460,0.984693878,6.170182395,1
B2016\student7589,80,,,,,1,1,,,0,,,,,0
B2016\student7597,406720,3,2,,,217,746,1,,0.050233576,745,637,,27.42416107,0
B2016\student7616,8943080,4072,2633,1193,1776,30042,24551,24437,2121,0.006524151,17518,262,1.48868399,3.330631351,0
B2016\student7665,18174416,4531,2216,1361,1578,79274,42156,63812,7192,0.004551398,20835,362,1.159441587,3.970194384,0
B2016\student7671,3338448,761,452,286,344,19448,10527,16340,2045,0.008628261,6464,247,1.202797203,4.456219059,0
B2016\student7673,3843152,705,226,319,524,27393,7713,23913,955,0.003121656,2790,187,1.642633229,4.3,1
B2016\student7678,9937568,1377,782,657,1046,40101,20725,33707,2609,0.007957279,11237,1493,1.592085236,7.037109549,0
B2016\student7704,706744,129,23,145,50,5812,1064,5117,165,0.000539092,201,2,0.344827586,1.895522388,0
B2016\student7713,12406328,1828,1295,699,1430,66105,22353,56632,2781,0.005354526,9597,398,2.045779685,6.921954778,1
B2016\student7735,7473800,4561,3216,1131,38,25427,16029,20511,1549,0.006072948,9139,373,0.033598585,4.966407703,0
B2016\student7755,14778400,6459,4825,874,539,78226,32923,64750,5943,0.003970728,14316,381,0.616704805,4.098980162,0
B2016\student7773,3817288,689,365,306,427,20304,13725,16528,3424,0.015786076,8369,351,1.395424837,7.200382363,0
B2016\student7774,11549520,3295,2020,706,1106,55207,82171,44156,6184,0.027164852,67698,272,1.566572238,4.634420515,0
B2016\student7791,12749832,3897,2791,1224,841,64209,31318,52350,3923,0.007044799,16207,355,0.687091503,5.542049732,0
B2016\student7799,2769600,428,187,272,277,17837,7621,14666,1781,0.004532062,3425,188,1.018382353,3.664817518,0
B2016\student7802,13788392,4458,2810,1004,1450,61126,35374,51423,4309,0.007377002,22439,403,1.444223108,4.533045145,0
B2016\student7810,8571128,2324,1338,575,485,40850,16740,35216,1453,0.005536961,9783,371,0.843478261,4.851068179,1
B2016\student7830,11168,2,2,,,108,35,73,1,0,,,,,0
B2016\student7837,1052048,423,328,165,310,3536,7176,2349,559,0.012622998,5842,3,1.878787879,2.273194112,0
B2016\student7888,13897960,2860,1391,2105,1879,47541,30959,39025,3359,0.006143564,20185,324,0.89263658,4.230022294,0
B2016\student7891,9157528,2600,1663,735,881,48332,24303,39406,3703,0.007707757,10802,1493,1.198639456,6.534345492,0
B2016\student7911,1051696,222,138,159,59,4853,1894,4016,286,0.008256188,1094,239,0.371069182,7.936928702,0
B2016\student7933,1118624,179,72,140,88,7572,1612,6653,216,0.000908259,430,3,0.628571429,2.362790698,0
B2016\student7956,925464,116,47,88,75,5773,2413,4961,367,0.005964576,1438,100,0.852272727,3.838664812,0
B2016\student7970,2721640,502,264,220,245,16938,5270,15308,1152,0.003990241,3059,92,1.113636364,3.550179797,0
B2016\student7980,1134208,314,166,97,36,3575,2843,2998,1448,0.024638338,2330,110,0.371134021,11.99356223,0
B2016\student7985,8182744,2588,1686,543,450,24720,20058,20173,3198,0.006869456,14115,346,0.828729282,3.982359192,0
B2016\student8006,5993864,1241,754,521,687,27162,14186,21613,2829,0.009130671,7263,286,1.318618042,7.535178301,0
B2016\student8029,3801288,1059,611,343,172,15959,15940,13120,1187,0.015156179,11729,350,0.501457726,4.912012959,0
B2016\student8035,132016,36,21,24,,635,221,518,23,0.001264998,89,2,,1.876404494,0
B2016\student8043,3386856,784,420,195,129,17384,5769,14780,1412,0.003717017,2161,157,0.661538462,5.82554373,0
B2016\student8051,8556744,2167,1079,659,1041,39839,19401,32959,2044,0.004652471,9900,319,1.579666161,4.021212121,0
B2016\student8055,4173488,861,491,382,626,17057,8342,14290,1951,0.005353556,4520,186,1.638743455,4.943141593,0
B2016\student8067,1916752,781,542,217,153,8944,3716,7669,1230,0.011407318,2171,249,0.705069124,10.07139567,0
B2016\student8069,131712,23,14,15,,482,692,393,121,0.01134293,625,3,,2.3904,0
B2016\student8085,5027800,584,289,511,546,30437,5953,27851,1047,0.001754246,2594,146,1.068493151,3.400154202,0
B2016\student8089,825384,159,74,73,69,5621,1333,4879,187,0.00217838,319,56,0.945205479,5.636363636,0
B2016\student8100,8957216,1753,1094,864,1175,39634,15769,33372,1930,0.004871268,7700,374,1.359953704,5.666623377,1
B2016\student8110,8188360,1960,1173,661,1180,42038,15380,33535,2451,0.003061053,6269,247,1.785173979,3.998245334,0
B2016\student8118,10119912,4315,2577,1267,1574,46975,22715,37433,2258,0.005404197,10402,405,1.242304657,5.257642761,1
B2016\student8119,112,,,,,93,,,,0,,,,,0
B2016\student8133,1494872,226,110,216,126,8832,3396,7591,1361,0.014952451,1770,244,0.583333333,12.62824859,0
B2016\student8139,8506720,1991,1287,317,172,44586,17729,38517,2532,0.007039023,9496,674,0.542586751,6.305707666,1
B2016\student8152,2292288,529,247,264,264,13183,9591,10697,908,0.008566986,5169,143,1,3.799187464,1
B2016\student8157,1955312,651,382,137,50,9421,4834,7692,688,0.00527793,2920,199,0.364963504,3.534246575,1
B2016\student8187,1504840,186,44,211,285,10456,5111,8663,918,0.003474788,2413,3,1.3507109,2.167012018,0
B2016\student8192,787480,131,54,120,211,5922,2885,4868,130,0.003475644,1388,2,1.758333333,1.971902017,0
B2016\student8195,739592,505,197,235,16,3595,709,3174,99,0.000900496,191,56,0.068085106,3.486910995,0
B2016\student8199,7425312,2672,1609,600,467,34579,24999,27256,5206,0.008389412,15014,384,0.778333333,4.149060877,0
B2016\student8222,2686680,630,427,305,143,16669,7533,13570,995,0.010409874,3377,399,0.468852459,8.281907018,0
B2016\student8224,7297752,1172,488,426,455,42177,13906,37330,2093,0.00599349,6897,1493,1.068075117,6.341742787,0
B2016\student8264,4012272,925,459,546,620,19195,7693,16394,1441,0.004617334,3902,295,1.135531136,4.74782163,0
B2016\student8288,1003536,103,32,253,61,5966,1528,5070,131,0.013589946,270,9301,0.241106719,50.51111111,0
B2016\student8295,1682216,633,330,300,336,6203,4335,5199,622,0.005215739,3133,130,1.12,2.800510693,0
B2016\student8317,5380536,1056,373,433,364,25752,12301,21130,2376,0.00506864,6425,1493,0.840646651,4.244669261,1
B2016\student8319,929160,94,29,250,85,4025,5928,3343,957,0.014090146,5086,86,0.34,2.574125049,0
B2016\student8329,2486616,438,229,288,427,15916,7509,13107,857,0.005477323,3625,172,1.482638889,3.757241379,0
B2016\student8337,21070808,5954,3799,754,890,112748,40988,98826,9620,0.009538267,23939,322,1.180371353,8.39546347,0
B2016\student8349,64,,,,,9,,,,0,,,,,0
B2016\student8357,14298784,3841,2187,1391,1256,63733,25834,55296,2381,0.004778798,14955,324,0.90294752,4.569107322,0
B2016\student8363,12848728,3926,2596,768,790,65130,35865,53469,5760,0.009916235,20152,347,1.028645833,6.322499008,0
B2016\student8370,0,2736,2672,1040,,16,,,,,,,,,0
B2016\student8387,64,,,,,10,,,,0,,,,,0
B2016\student8389,10480744,3424,2044,727,942,54599,16123,48777,2510,0.002766216,9522,326,1.295735901,3.0447385,0
B2016\student8419,109520,23,9,12,,1046,195,889,527,0,,,,,0
B2016\student8428,2518000,385,226,138,,11349,8528,8885,998,0.011898729,5200,135,,5.761730769,1
B2016\student8430,6485096,3764,2806,668,697,17446,26146,11721,1429,0.015028151,20189,279,1.043413174,4.827331715,0
B2016\student8444,5016,329,315,303,,8,39,,,0.013955343,39,2,,1.794871795,0
B2016\student8480,3473096,617,311,516,574,14096,5177,11695,633,0.004160841,1669,347,1.112403101,8.658478131,0
B2016\student8518,13506608,2521,1497,1074,1414,58144,31682,49857,5292,0.007907907,21232,1493,1.316573557,5.030567069,1
B2016\student8521,4566560,950,477,403,430,24204,10287,20032,2047,0.003521688,5224,189,1.066997519,3.07848392,0
B2016\student8532,193264,38,24,45,,621,1048,461,404,0.021286944,899,180,,4.576195773,0
B2016\student8540,9965296,2440,1567,1384,2026,40834,20816,35151,1788,0.005096587,13667,1493,1.463872832,3.716177654,0
B2016\student8552,8942504,1789,1264,338,361,35465,12083,30915,1236,0.003244393,6100,400,1.068047337,4.756229508,0
B2016\student8560,7489944,1701,950,947,743,38186,214137,33346,197812,0.146868788,208056,324,0.784582893,5.287225555,1
B2016\student8561,913968,186,94,111,26,4771,817,4236,139,0.000889528,156,143,0.234234234,5.211538462,0
B2016\student8576,10906896,3877,2486,817,528,50350,29644,41163,8666,0.013614964,17747,387,0.64626683,8.367442385,0
B2016\student8580,10306136,2287,1422,812,785,49107,24140,37845,4547,0.003416605,7072,279,0.966748768,4.979072398,0
B2016\student8598,4684920,1140,583,540,493,22020,9768,18627,1439,0.006077372,5712,301,0.912962963,4.984593838,1
B2016\student8599,12454608,4053,2222,925,1592,47039,25217,39960,1943,0.004900034,15978,344,1.721081081,3.819501815,1
B2016\student8626,914176,196,80,147,110,4603,1395,4163,624,0.001837721,827,19,0.74829932,2.031438936,0
B2016\student8631,15143096,4342,1608,798,606,70774,38288,57347,6787,0.006009801,21193,350,0.759398496,4.294200915,0
B2016\student8665,11423888,2113,1058,1004,1091,54472,29216,46774,8741,0.016487031,19956,365,1.086653386,9.43806374,0
B2016\student8670,1495224,228,108,273,210,8960,2879,7576,315,0.0012667,864,47,0.769230769,2.19212963,0
B2016\student8724,7364160,1307,589,971,1064,30915,23011,24684,5019,0.013662522,15541,284,1.095777549,6.47403642,1
B2016\student8730,152,,,,,1,,1,,0,,,,,0
B2016\student8747,15714312,3167,1890,855,1661,91767,145728,80644,121308,0.041836003,131185,1493,1.942690058,5.011426611,0
B2016\student8753,1792504,445,197,156,66,10041,3722,8458,344,0.002123845,1685,3,0.423076923,2.259347181,0
B2016\student8755,11648792,2511,1218,1218,1121,44165,16050,36892,2201,0.003220763,7040,410,0.920361248,5.329261364,0
B2016\student8774,8390464,814,198,797,879,40545,16581,35591,4506,0.016023309,10266,371,1.102885822,13.09594779,1
B2016\student8776,9782472,2684,1606,798,1033,46878,24668,38589,4047,0.005964546,13078,333,1.294486216,4.461538462,0
B2016\student8780,11164016,2732,1319,877,328,45877,32391,37147,5124,0.007784833,19805,344,0.374002281,4.388285786,0
B2016\student8786,3100400,582,395,217,82,14610,8140,12064,705,0.007216166,4753,257,0.377880184,4.707132337,0
B2016\student8794,736792,95,28,87,149,4234,1392,3758,126,0.002272012,799,3,1.712643678,2.095118899,0
B2016\student8797,11366152,2907,1782,1114,1928,53965,31132,45948,3590,0.007389836,21334,247,1.73070018,3.937095716,0
B2016\student8819,1212680,467,335,118,45,7047,3333,6155,262,0.00701669,2040,139,0.381355932,4.171078431,0
B2016\student8846,102416,41,37,16,19,240,398,162,66,0.013913842,331,180,1.1875,4.305135952,0
B2016\student8854,16852616,3769,2405,1130,1348,81895,41959,66081,5835,0.00619435,22978,1493,1.192920354,4.54308469,0
B2016\student8863,7330168,1695,1136,402,691,39402,9688,34366,1150,0.00250158,3880,257,1.718905473,4.726030928,0
B2016\student8864,592944,245,150,47,23,3195,1505,2516,174,0.006622885,676,215,0.489361702,5.809171598,0
B2016\student8886,10764216,4026,2700,793,1087,35017,25906,27690,2469,0.007828996,16326,346,1.37074401,5.161889011,0
B2016\student8892,3750544,595,213,542,709,20441,11266,18040,1932,0.011497265,7980,347,1.308118081,5.403634085,0
B2016\student8909,4356584,582,297,405,439,30758,19634,27039,3589,0.013896209,14847,351,1.083950617,4.077591433,0
B2016\student8923,861280,416,283,52,38,4243,5544,3554,120,0.013613459,4662,70,0.730769231,2.515015015,0
B2016\student8957,7297304,1751,1133,460,320,36702,12807,31531,1342,0.004693514,6317,329,0.695652174,5.421877473,1
