student_assignment,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,average_test_results
B2017\student6002,6266696,1318,496,401,202,36213,11747,31776,1691,0.503740648
B2017\student6008,164160,,,,,99,7,,,
B2017\student6010,4352,9,9,9,,1,,,23,
B2017\student6011,4524024,546,190,252,187,26181,8244,22605,1025,0.742063492
B2017\student6029,6943944,981,191,340,49,33951,15221,27979,1505,0.144117647
B2017\student6053,2748936,274,105,193,122,7190,8852,5859,1542,0.632124352
B2017\student6054,6872576,654,239,403,742,39194,11555,34508,1309,1.841191067
B2017\student6087,12957712,2668,1196,737,1206,62205,41305,52312,14612,1.636363636
B2017\student6088,3215528,859,380,168,260,12907,6046,10435,765,1.547619048
B2017\student6109,3914776,702,371,468,622,22615,17291,19575,2419,1.329059829
B2017\student6121,2081752,482,228,281,238,9238,4470,7853,1231,0.846975089
B2017\student6151,0,,,,,1,,,35,
B2017\student6156,11241264,1723,921,580,889,67067,71229,56437,40372,1.532758621
B2017\student6165,176648,46,29,3,,724,440,615,45,
B2017\student6168,9852512,1606,529,669,1017,55982,24457,47833,3996,1.520179372
B2017\student6170,694192,103,55,112,160,3285,686,2939,48,1.428571429
B2017\student6172,8612864,1521,665,680,1015,43538,21985,37808,3017,1.492647059
B2017\student6184,717192,147,40,,,2676,667,2336,111,
B2017\student6195,11756232,979,253,1474,1099,68888,22639,58909,3855,0.745590231
B2017\student6198,0,,,,,140,,,,
B2017\student6216,6605312,1165,378,911,808,27102,12055,22365,539,0.886937431
B2017\student6227,8759088,1366,408,747,884,43124,21873,36439,2978,1.183400268
B2017\student6255,19680,,,,,5,,,,
B2017\student6259,4432456,1183,867,295,401,26986,13500,21765,890,1.359322034
B2017\student6267,0,,,,,146,,,,
B2017\student6303,370496,73,41,9,,1887,836,1589,44,
B2017\student6310,5324864,1059,630,304,497,27761,7206,24112,756,1.634868421
B2017\student6320,3482624,369,145,324,440,27775,6142,25248,308,1.358024691
B2017\student6321,94560,,,,,11,,,,
B2017\student6328,7268400,1833,768,646,760,36637,18654,29503,1661,1.176470588
B2017\student6329,915640,120,59,91,90,5357,1392,4539,701,0.989010989
B2017\student6332,9645904,3552,1748,970,1137,47240,14445,40977,2176,1.172164948
B2017\student6346,8435000,1813,938,717,999,41121,15564,35597,3722,1.393305439
B2017\student6349,1487896,264,117,164,84,9326,2049,8348,782,0.512195122
B2017\student6357,7183952,1114,615,1144,2362,39778,16892,35013,926,2.064685315
B2017\student6369,2483560,377,212,136,129,15784,7557,12581,297,0.948529412
B2017\student6374,831616,97,55,78,94,4793,1015,4301,159,1.205128205
B2017\student6376,5603800,1114,486,327,376,28565,15750,24567,1536,1.149847095
B2017\student6403,81600,,,,,45,52,1,,
B2017\student6410,3543376,713,327,403,690,16739,20456,13710,1442,1.712158809
B2017\student6419,0,,,,,9,,,,
B2017\student6441,154800,16,7,30,70,859,227,768,27,2.333333333
B2017\student6455,12335544,3189,1511,683,1317,68390,31941,57183,3413,1.928257687
B2017\student6458,94080,,,,,140,,,,
B2017\student6468,1735656,328,250,172,44,10464,8477,8501,2486,0.255813953
B2017\student6471,1795968,588,302,324,60,7721,3645,6401,1439,0.185185185
B2017\student6484,6508504,774,401,228,255,32741,8325,28906,915,1.118421053
B2017\student6516,10094992,2347,721,871,1331,39476,25845,31744,2169,1.528128588
B2017\student6517,17730736,2848,1080,860,1759,105287,66707,87836,19943,2.045348837
B2017\student6522,11326200,1640,557,777,871,60143,17824,51921,3108,1.120978121
B2017\student6542,6932944,940,330,633,324,41460,8922,37108,747,0.511848341
B2017\student6545,141040,34,27,39,80,778,186,666,15,2.051282051
B2017\student6553,9400928,1607,631,612,1009,40454,29973,33420,1239,1.64869281
B2017\student6558,7311760,1435,664,437,560,40268,20418,33190,1537,1.281464531
B2017\student6571,0,,,,,4,,,,
B2017\student6582,414560,61,35,61,10,2269,719,1970,72,0.163934426
B2017\student6594,6637936,1607,590,786,870,32462,26552,25751,4103,1.106870229
B2017\student6609,43200,,,,,31,,,,
B2017\student6613,10080,22,22,,,1,,,22,
B2017\student6617,188272,115,91,30,0,58,186,42,36,0
B2017\student6634,6240,14,14,14,,1,,,22,
B2017\student6635,3009784,458,67,322,390,14724,9140,12545,1148,1.211180124
B2017\student6656,5444336,1164,580,489,1287,31896,8969,27471,1118,2.63190184
B2017\student6681,2788776,932,556,103,101,17716,5804,15743,588,0.980582524
B2017\student6683,762504,296,205,12,6,4026,607,3653,66,0.5
B2017\student6705,2059304,477,264,269,525,14125,8126,11697,2372,1.951672862
B2017\student6720,0,,,,,4,,,,
B2017\student6723,156456,18,17,20,53,1017,528,852,66,2.65
B2017\student6728,280320,,,,,158,,,,
B2017\student6743,2783720,353,220,237,136,13785,6567,11750,1222,0.573839662
B2017\student6748,113760,,,,,1,,,144,
B2017\student6774,12887040,3738,1550,1123,1087,68592,147050,55723,14162,0.96794301
B2017\student6787,0,,,,,6,,,,
B2017\student6790,10133280,1871,942,525,515,62012,21280,53388,2717,0.980952381
B2017\student6792,6922984,1074,435,775,1095,42698,14632,37561,1645,1.412903226
B2017\student6795,9729648,2944,1284,1007,1286,37413,36785,29012,3034,1.277060576
B2017\student6813,3592832,546,284,271,477,17863,8221,14595,1174,1.760147601
B2017\student6815,960,,,,,6,41,,,
B2017\student6824,0,,,,,2,,,,
B2017\student6854,4446264,540,308,370,381,32381,10208,27897,565,1.02972973
B2017\student6874,0,,,,,15,,,,
B2017\student6877,3771696,918,337,116,,23536,117806,20063,988,
B2017\student6900,12003312,3275,1793,627,847,67245,55387,51746,13124,1.350877193
B2017\student6915,1025568,105,65,87,184,7072,1214,6126,83,2.114942529
B2017\student6931,3670016,456,181,233,217,23998,8417,20454,730,0.931330472
B2017\student6936,547952,119,36,97,132,3414,990,2880,105,1.360824742
B2017\student6953,0,30,30,,,7,,,,
B2017\student6960,21578488,4907,2148,1687,3246,122900,53248,100367,6037,1.924125667
B2017\student6963,0,,,,,7,,,,
B2017\student6966,3522064,502,249,315,269,22222,7694,19517,911,0.853968254
B2017\student6981,94080,,,,,141,,,,
B2017\student6999,13920,,,,,1,,,25,
B2017\student7001,7200,,,,,1,,,29,
B2017\student7043,4783528,1002,460,388,487,20925,11361,17479,1564,1.255154639
B2017\student7045,113760,,,,,2,146,,1,
B2017\student7050,3223792,591,328,193,410,22738,5638,20486,1441,2.124352332
B2017\student7051,9457760,2406,824,941,652,55760,30099,48115,11576,0.692879915
B2017\student7085,11040,,,,,1,,,24,
B2017\student7090,1226824,171,99,124,102,7039,2509,6113,916,0.822580645
B2017\student7094,2235896,304,110,178,398,15419,4601,13558,1108,2.235955056
B2017\student7123,661368,67,24,63,24,3072,3020,2440,267,0.380952381
B2017\student7162,5301664,1027,490,595,457,31601,18748,24467,2334,0.768067227
B2017\student7178,854768,177,102,94,258,5989,1142,5195,74,2.744680851
B2017\student7193,3929864,914,520,420,276,18671,12876,15316,1206,0.657142857
B2017\student7196,13089576,638,184,1487,1377,52614,23107,43572,2356,0.926025555
B2017\student7200,339608,65,49,38,69,2091,562,1745,122,1.815789474
B2017\student7277,6460840,949,434,452,706,39500,13195,33485,1545,1.561946903
B2017\student7293,8565456,1789,539,863,916,41814,17906,35525,2670,1.061413673
B2017\student7297,12782424,2298,870,747,887,78192,13491,70864,2336,1.187416332
B2017\student7343,899464,125,43,103,14,6067,1229,5446,106,0.13592233
B2017\student7356,14880,,,,,17,,,,
B2017\student7368,38368,50,46,,,129,48,111,,
B2017\student7369,7510872,2266,1350,322,201,43625,53056,36552,2305,0.624223602
B2017\student7380,3120,1,,2,,3,42,1,6,
B2017\student7382,6051056,1220,328,670,1063,45316,13559,39962,2576,1.586567164
B2017\student7411,3840,9,9,9,,21,,,,
B2017\student7421,227792,21,9,,,539,328,374,41,
B2017\student7429,480688,48,35,31,40,2695,300,2476,77,1.290322581
B2017\student7457,10624,,,,,1,,,23,
B2017\student7479,2306680,264,100,365,944,15296,7086,12910,1510,2.58630137
B2017\student7485,10497656,1350,630,601,826,57979,23810,47722,2750,1.37437604
B2017\student7495,1164944,136,35,94,16,4824,1691,4068,350,0.170212766
B2017\student7525,50344,15,4,10,40,126,463,80,111,4
B2017\student7537,11853600,2006,754,965,1616,56692,23389,47404,3662,1.674611399
B2017\student7540,174416,2,1,,,151,32,53,710,
B2017\student7546,9334368,2115,942,763,884,38856,20961,32752,3781,1.158584535
B2017\student7582,12157152,2244,1264,705,1241,58918,20107,50392,1937,1.760283688
B2017\student7616,0,,,,,1,4,,,
B2017\student7629,272248,36,16,29,,1812,1006,1634,781,
B2017\student7633,4513648,1106,488,320,411,22060,8066,18888,710,1.284375
B2017\student7671,801032,157,70,77,16,4037,1448,3326,140,0.207792208
B2017\student7673,3257304,540,162,138,57,18316,9730,15410,759,0.413043478
B2017\student7678,0,,,,,1,,,22,
B2017\student7704,290632,28,19,38,,622,627,530,383,
B2017\student7708,548928,114,73,85,39,3120,483,2828,82,0.458823529
B2017\student7709,7499880,1984,872,526,559,36399,26593,30769,2442,1.062737643
B2017\student7735,48480,,,,,17,,,,
B2017\student7742,8449696,2379,844,712,694,46719,21033,40394,1813,0.974719101
B2017\student7755,0,,,,,1,1,,,
B2017\student7769,2304848,304,89,431,223,8403,3795,6530,524,0.517401392
B2017\student7773,3418840,517,262,235,199,16246,7190,13365,945,0.846808511
B2017\student7774,62536,8,6,,,291,316,246,579,
B2017\student7778,4109712,1020,360,682,440,17416,10637,15442,1332,0.64516129
B2017\student7795,15076352,3961,1459,768,1372,68306,61924,50304,9432,1.786458333
B2017\student7799,6773656,764,317,336,811,33749,113171,27953,100879,2.413690476
B2017\student7888,3280,,,,,5,48,2,19,
B2017\student7891,0,,,,,1,,,22,
B2017\student7906,3295152,369,196,270,222,19460,10008,16414,697,0.822222222
B2017\student7911,4012736,668,322,619,315,21837,7824,18616,696,0.508885299
B2017\student7936,12950712,2336,909,1386,1435,54370,35867,43310,6100,1.035353535
B2017\student7945,7387504,2207,1090,711,1617,50441,22397,43066,2432,2.274261603
B2017\student7956,1336544,224,79,84,10,5817,4209,4761,223,0.119047619
B2017\student7980,280320,,,,,148,,,29,
B2017\student7985,14216616,1808,769,514,718,72782,30809,61027,3819,1.39688716
B2017\student8011,745048,57,34,91,84,4805,1609,4122,415,0.923076923
B2017\student8029,1616176,160,86,13,,3839,1024,3243,102,
B2017\student8035,1657672,241,104,125,68,8751,2302,7348,307,0.544
B2017\student8043,9433000,2088,1015,494,732,44388,218615,36588,4111,1.481781377
B2017\student8051,94832,56,33,,,297,249,203,35,
B2017\student8055,1495528,202,117,260,325,8321,2686,7191,297,1.25
B2017\student8067,2249784,600,327,242,163,11223,4547,9552,1502,0.673553719
B2017\student8085,5667168,1052,474,356,300,32843,13796,28316,1225,0.842696629
B2017\student8089,4851296,934,428,375,376,26664,136107,21836,1144,1.002666667
B2017\student8100,6744,,,,,12,,,,
B2017\student8118,13992,2,,,,17,8,10,24,
B2017\student8139,0,,,,,5,,,,
B2017\student8142,1029400,187,70,155,253,5590,2031,4632,175,1.632258065
B2017\student8152,0,,,,,1,1,,,
B2017\student8157,1118120,320,209,84,16,5617,2756,4505,293,0.19047619
B2017\student8176,5760,,,,,1,,,27,
B2017\student8187,3315336,433,133,418,492,18177,9026,15089,762,1.177033493
B2017\student8192,552640,84,30,120,197,4338,2011,3625,211,1.641666667
B2017\student8195,1951520,617,251,304,316,9679,1590,8604,138,1.039473684
B2017\student8222,1277256,191,137,251,319,8880,4622,7292,547,1.270916335
B2017\student8224,47912,3,2,11,,108,2,104,19,
B2017\student8257,11465408,1637,948,536,987,44630,89363,35168,49732,1.84141791
B2017\student8264,5666960,815,397,368,590,39905,14210,34709,1674,1.60326087
B2017\student8267,6886544,1038,312,640,514,37241,55424,31443,1902,0.803125
B2017\student8288,236024,16,6,26,,965,593,753,119,
B2017\student8295,5193160,713,276,588,546,28179,11331,24193,1239,0.928571429
B2017\student8298,465832,113,51,48,81,3448,815,3045,855,1.6875
B2017\student8313,5093456,1272,498,272,115,26721,10850,21572,2017,0.422794118
B2017\student8317,6545024,955,463,558,883,32618,15165,27306,4082,1.582437276
B2017\student8319,563368,34,12,58,48,2362,518,2076,25,0.827586207
B2017\student8329,9649392,1520,662,765,850,44615,24528,35621,2269,1.111111111
B2017\student8349,0,,,,,9,,,,
B2017\student8357,0,,,,,1,,,19,
B2017\student8363,0,,,,,1,,,15,
B2017\student8412,9956464,2365,1042,828,959,45784,145600,38301,22558,1.15821256
B2017\student8416,12506880,3787,1545,976,1263,56277,31092,47989,2496,1.294057377
B2017\student8467,8949248,2439,953,593,974,42790,67365,34056,42797,1.642495784
B2017\student8480,12247760,1920,898,919,1970,72405,47622,56490,5716,2.143634385
B2017\student8486,2338944,479,233,142,46,17181,3998,14779,782,0.323943662
B2017\student8503,5359360,758,356,407,419,31066,13265,26395,793,1.029484029
B2017\student8521,70080,,,,,127,,,,
B2017\student8522,201184,45,29,67,48,966,390,844,523,0.71641791
B2017\student8560,12920520,1478,497,1216,1576,90099,47010,77958,11001,1.296052632
B2017\student8561,1770504,299,133,178,133,9677,2438,8487,402,0.747191011
B2017\student8566,11561608,2651,1086,563,1078,56402,20048,47771,2795,1.914742451
B2017\student8576,2658616,840,563,149,172,12817,6563,10178,1034,1.154362416
B2017\student8598,832512,100,22,40,,4354,1091,3712,142,
B2017\student8599,37920,,,,,1,,,22,
B2017\student8665,197424,14,5,,,761,2224,624,1750,
B2017\student8670,5421288,424,152,696,783,33005,18776,26894,781,1.125
B2017\student8674,1809992,403,259,168,133,10673,3742,8933,668,0.791666667
B2017\student8705,19546184,2492,1109,1190,1680,92698,98959,75315,25892,1.411764706
B2017\student8708,1695872,326,121,337,1280,5589,46729,3907,3804,3.798219585
B2017\student8724,3659576,930,592,184,255,18411,6208,15543,891,1.385869565
B2017\student8730,0,,,,,1,,1,,
B2017\student8747,0,,,,,7,,,,
B2017\student8753,1084560,273,150,189,131,4779,1991,3946,246,0.693121693
B2017\student8754,4274336,802,466,375,428,23288,50789,19237,1126,1.141333333
B2017\student8774,3360,,,,,1,,,25,
B2017\student8786,94080,,,,,155,,,,
B2017\student8789,15616696,7146,3183,738,1709,80924,49858,67515,13948,2.315718157
B2017\student8794,5549320,1042,566,398,806,35024,13726,29471,640,2.025125628
B2017\student8815,11415688,1754,649,704,1071,54844,25037,45376,3583,1.521306818
B2017\student8846,0,,,,,8,,,,
B2017\student8853,4238224,626,409,159,190,19259,4424,16504,1133,1.194968553
B2017\student8854,2400,,,,,1,,,24,
B2017\student8859,5854736,450,239,422,691,33212,11301,29364,578,1.637440758
B2017\student8860,113880,47,47,3,,151,285,77,47,
B2017\student8863,10622192,2405,1593,540,815,64425,48880,55443,4394,1.509259259
B2017\student8892,9327072,1635,353,996,1082,52910,19886,45711,1150,1.086345382
B2017\student8909,4954336,712,325,283,457,34905,16194,30884,711,1.614840989
B2017\student8916,181232,15,13,,,301,55,196,223,
B2017\student8923,444016,83,36,,,1469,345,1285,18,
B2017\student8957,3920776,596,308,328,486,22772,8883,19559,875,1.481707317
B2017\student8959,2730136,815,399,281,646,11223,12223,8821,753,2.298932384
B2017\student8964,25608,2,2,13,0,58,81,42,4,0
B2017\student8971,2090272,246,99,128,75,13169,2917,11345,287,0.5859375
B2017\student8993,0,,,,,11,,,,
B2017\student8997,10938488,2774,1205,1139,833,50733,77456,42407,3380,0.731343284
B2017\student9048,13054840,3203,1430,810,1181,62008,146201,50799,26612,1.458024691
B2017\student9071,7551600,1554,632,696,846,33590,22496,26607,2525,1.215517241
B2017\student9073,888288,76,29,97,93,5954,1048,5329,88,0.958762887
B2017\student9081,18164568,4768,2807,825,1150,100110,47031,77454,6033,1.393939394
B2017\student9097,9163384,1227,439,437,9,46494,17936,38166,2498,0.020594966
B2017\student9099,3436016,517,225,355,495,21050,8101,17965,727,1.394366197
B2017\student9105,4005752,476,202,306,408,19579,5305,16846,1117,1.333333333
B2017\student9113,11734824,3380,1466,1540,2654,58307,21017,49284,2780,1.723376623
B2017\student9125,4403552,657,319,289,509,26045,17855,22324,4471,1.761245675
B2017\student9128,9666704,1826,713,661,854,45619,19194,37909,2065,1.291981846
B2017\student9129,3125832,668,235,310,976,12603,27687,8551,4964,3.148387097
B2017\student9141,1027160,292,191,101,277,5420,1991,4357,164,2.742574257
B2017\student9155,4475352,1357,819,242,253,26404,11951,22303,2537,1.045454545
B2017\student9160,8323368,1801,753,394,598,61052,17967,52878,1539,1.517766497
B2017\student9175,609712,126,84,55,13,3635,1189,3152,172,0.236363636
B2017\student9188,0,,,,,10,,,,
B2017\student9201,2553072,232,135,244,381,14370,6767,11453,1818,1.56147541
B2017\student9221,1982304,143,78,312,106,12049,3962,10643,1194,0.33974359
B2017\student9238,5207504,1049,463,413,687,26861,16091,22660,3829,1.663438257
B2017\student9272,96960,,,,,51,13,,,
B2017\student9275,11441360,1906,475,848,647,61300,16458,55132,1436,0.762971698
B2017\student9281,1864872,441,237,231,126,9857,3639,8153,239,0.545454545
B2017\student9302,94560,,,,,168,,,,
B2017\student9307,20394624,6066,3036,1138,1480,109090,79812,91925,9268,1.300527241
B2017\student9315,67640,34,31,,,220,713,134,275,
B2017\student9318,88848,27,18,14,45,467,72,412,4,3.214285714
B2017\student9325,,,,,,,,,,
B2017\student9340,0,,,,,5,,,,
B2017\student9352,92352,,,,,36,8,,44,
B2017\student9358,0,,,,,1,,,19,
B2017\student9359,0,,,,,4,,,,
B2017\student9388,689816,78,31,107,11,4711,2023,3996,24,0.102803738
B2017\student9391,4125272,404,203,342,403,31316,9087,27342,1370,1.178362573
B2017\student9416,12025400,2017,775,766,1136,64190,24061,56158,2277,1.483028721
B2017\student9439,3003512,991,490,345,348,13035,8300,10547,767,1.008695652
B2017\student9443,9534816,1319,624,433,506,43019,65384,37564,1310,1.168591224
B2017\student9451,,,,,,,,,,
B2017\student9473,3095344,1047,501,590,1277,7958,9416,5963,360,2.16440678
B2017\student9475,9273504,1210,449,539,606,52656,24830,44945,38611,1.124304267
B2017\student9486,6303416,1191,477,601,1086,36555,10971,32171,1286,1.806988353
B2017\student9498,3890736,791,364,580,181,15998,4508,13819,688,0.312068966
B2017\student9499,94080,,,,,17,,,,
B2017\student9524,6654368,688,290,625,686,37496,11160,32729,1418,1.0976
B2017\student9527,1979024,203,88,200,308,16555,4079,14495,466,1.54
B2017\student9531,2809136,583,307,188,197,14124,320956,11365,1695,1.04787234
B2017\student9538,1086728,219,93,157,136,6269,3859,4858,1101,0.866242038
B2017\student9542,672016,78,51,61,61,5202,984,4681,151,1
B2017\student9547,9503552,2046,711,596,775,63432,14168,56635,3767,1.30033557
